text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @MLB: We got you. #WorldSeries https://t.co/GH1RY80qOB,FALSE,0,NA,2019-10-31T00:30:56Z,FALSE,NA,1189701253078511616,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",megabug28__,1399,TRUE,FALSE,NA,NA
RT @MLB: Big-game Bregman. #WorldSeries https://t.co/j4ajh25JfR,FALSE,0,NA,2019-10-31T00:30:56Z,FALSE,NA,1189701251111493634,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MrPHRANtaztik,163,TRUE,FALSE,NA,NA
this is going to be a good freaking game #GameSeven  #MLB #WorldSeries,FALSE,0,NA,2019-10-31T00:30:56Z,FALSE,NA,1189701249597419522,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NLWtheRapper,0,FALSE,FALSE,NA,NA
"#Nationals and
#Astros for all the marbles in #Game7 of the #MLB #WorldSeries 
gotta love it",FALSE,0,NA,2019-10-31T00:30:55Z,FALSE,NA,1189701248393580549,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tom_Mahoney3,0,FALSE,FALSE,NA,NA
"RT @HaloSpace: ⚾
Here We Go
Game 7
#WorldSeries — watching Washington Nationals vs Houston Astros World Series 2019 Live",FALSE,0,NA,2019-10-31T00:30:55Z,FALSE,NA,1189701248284409856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HaloDad22,1,TRUE,FALSE,NA,NA
"RT @MLB: Alright, alright, alright. Time for Game 7. #WorldSeries https://t.co/Nf1Ff25c0x",FALSE,0,NA,2019-10-31T00:30:55Z,FALSE,NA,1189701247269560320,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nathalee_mc,636,TRUE,FALSE,NA,NA
"RT @ChrisThomasson7: Wow a ball back to Greinke is fielded PERFECTLY for a 1-4-3 double play to erase Soto.

#WorldSeries #TakeItBack @Kiii…",FALSE,0,NA,2019-10-31T00:30:55Z,FALSE,NA,1189701246959128578,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jagallstar1015,2,TRUE,FALSE,NA,NA
Go ‘Stros! #WorldSeries #Game7,FALSE,0,NA,2019-10-31T00:30:55Z,FALSE,NA,1189701245516341248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bren_Kenn10,0,FALSE,FALSE,NA,NA
"RT @thehazelmae: I’ve got one last, clean piece of clothing, so why not?

#Game7 #WorldSeries",FALSE,0,NA,2019-10-31T00:30:54Z,FALSE,NA,1189701241204625409,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",estebane63,12,TRUE,FALSE,NA,NA
Cripes @FOXSports why the hell do your announcers have to talk non stop?  Shut up for a second or two.  #WorldSeries #diarrheaofthemouth,FALSE,0,NA,2019-10-31T00:30:53Z,FALSE,NA,1189701239619104768,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PKinDC77,0,FALSE,FALSE,NA,NA
RT @ChazzColeman44: Couldn’t even make it out of the 1st inning before Joe Buck mentioned Soto’s age 💀💀 #WorldSeries #TakeItBack,FALSE,0,NA,2019-10-31T00:30:53Z,FALSE,NA,1189701238461329408,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",JCJPrepSports,1,TRUE,FALSE,NA,NA
"@jerryblevins Congrats! I remember Ellis’ bow tie photo when you were with the #Mets

Our newborn kept me up a lot… https://t.co/u6ZIJB1J2D",FALSE,0,jerryblevins,2019-10-31T00:30:53Z,TRUE,1189698348531404800,1189701237933035521,492881137,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NJTags13,0,FALSE,FALSE,NA,NA
#worldseries #Halloween I'm calling Michael Myers if Joe Buck and John Smoltz don't put a cork in it.,FALSE,0,NA,2019-10-31T00:30:52Z,FALSE,NA,1189701236024631297,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JeffDawson59,0,FALSE,FALSE,NA,NA
GAME 7! Beautiful music to the ear of a sports fan! ⚾️#Game7 #MLB #WorldSeries #WSHvsHOU #PlayBall #baseball https://t.co/PXv92O02QA,FALSE,0,NA,2019-10-31T00:30:52Z,FALSE,NA,1189701235668070400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HofNation13,0,FALSE,FALSE,NA,NA
RT @MorseBeWithU: Game seven champagne always burns better !!!..... So to whoever wins tonight ...take the goggles off !!! and let it get i…,FALSE,0,NA,2019-10-31T00:30:52Z,FALSE,NA,1189701233986150400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",flowerylanguage,51,TRUE,FALSE,NA,NA
"Yep,that's our kid from Apopka on the mound. Zack Greinke is throwing the kitchen sink at them tonight! #WorldSeries",FALSE,0,NA,2019-10-31T00:30:52Z,FALSE,NA,1189701232325206017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",onadime1,0,FALSE,FALSE,NA,NA
Love Baseball #WorldSeries,FALSE,0,NA,2019-10-31T00:30:51Z,FALSE,NA,1189701229347139585,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pstalbot83,0,FALSE,FALSE,NA,NA
"RT @ALawRadio: Tailor-made double play for Zack Greinke, and the defenses on point so far. I can feel the tension in my living room, ha. Oh…",FALSE,0,NA,2019-10-31T00:30:51Z,FALSE,NA,1189701229309505536,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GodsnameIam,1,TRUE,FALSE,NA,NA
I can't stop thinking about how much cooler this game would be if the teams were wearing their 1980 uniforms.… https://t.co/82KLhAe1D8,FALSE,0,NA,2019-10-31T00:30:51Z,TRUE,NA,1189701228294479872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WittyRejoinders,0,FALSE,FALSE,NA,NA
"RT @MLB: SEASON FINALE. LET'S GO. 

#WorldSeries https://t.co/8NlFl90QRv",FALSE,0,NA,2019-10-31T00:30:50Z,FALSE,NA,1189701227715715074,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SujOfficial,654,TRUE,FALSE,NA,NA
"RT @kilmerlibrary: Alright. It’s happening. Game 7. Our #Nats.  Happy #Scherzday! It’s time to #FINISHTHEFIGHT!

Washington Nationals
Swing…",FALSE,0,NA,2019-10-31T00:30:50Z,FALSE,NA,1189701226524487680,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",loveyourpatch,6,TRUE,FALSE,NA,NA
"RT @MLB: SEASON FINALE. LET'S GO. 

#WorldSeries https://t.co/8NlFl90QRv",FALSE,0,NA,2019-10-31T00:30:50Z,FALSE,NA,1189701225911963648,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yahirpsaaib,654,TRUE,FALSE,NA,NA
"#WorldSeries 
2🔼¡CUMPLE! Zack Greinke cuelga el segundo cero del día, pese al sencillo de Juan Soto. La defensiva c… https://t.co/Q2X0WOoIGP",FALSE,0,NA,2019-10-31T00:30:50Z,TRUE,NA,1189701225299824641,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",estoenlinea,0,FALSE,FALSE,NA,NA
I hope this game goes at least 37 innings tonight #WorldSeries,FALSE,0,NA,2019-10-31T00:30:50Z,FALSE,NA,1189701224880173057,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChadEtch,0,FALSE,FALSE,NA,NA
"RT @astros: Our final starting 10 of 2019!

#WorldSeries x @CocaCola https://t.co/OJZIwlflRe",FALSE,0,NA,2019-10-31T00:30:50Z,FALSE,NA,1189701224028868608,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",garcialawfirm,315,TRUE,FALSE,NA,NA
Jesus Christ. I want the @Nationals to win the #WorldSeries . What has my life come to? 🤦🏼‍♀️,FALSE,1,NA,2019-10-31T00:30:49Z,FALSE,NA,1189701223768887301,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",abbymiles83,0,FALSE,FALSE,NA,NA
That Greinke changeup ⚾️#WorldSeries https://t.co/MGqnpKKQ2F,FALSE,1,NA,2019-10-31T00:30:49Z,FALSE,NA,1189701223768842240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",seanhecking,0,FALSE,FALSE,NA,NA
"Greinke induces a 1-4-3 double play followed by an Asdrubal Cabrera ground out.

THIS looks like the pitcher the As… https://t.co/gkutnmdTMj",FALSE,1,NA,2019-10-31T00:30:49Z,TRUE,NA,1189701223303147520,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",j_dubrof,1,FALSE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:30:49Z,FALSE,NA,1189701222502146049,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",garibay__21,100,TRUE,FALSE,NA,NA
Cabrera grounds out to end the top of the second. No score. #WorldSeries #STAYINTHEFIGHT,FALSE,0,NA,2019-10-31T00:30:49Z,FALSE,NA,1189701220329574404,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MDsportsblogDC,0,FALSE,FALSE,NA,NA
Truth #WorldSeries https://t.co/ZQUj88fDWq,FALSE,0,NA,2019-10-31T00:30:48Z,FALSE,NA,1189701219142553603,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",krisketonen,0,FALSE,FALSE,NA,NA
This is just another mid summer game for Greinke. Has zero cares about this being game 7 of the #WorldSeries,FALSE,0,NA,2019-10-31T00:30:48Z,FALSE,NA,1189701216873385985,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JimmyRay620,0,FALSE,FALSE,NA,NA
RT @MLB: We got you. #WorldSeries https://t.co/GH1RY80qOB,FALSE,0,NA,2019-10-31T00:30:48Z,FALSE,NA,1189701216403673088,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brandonsandiego,1399,TRUE,FALSE,NA,NA
"RT @FightinHydrant: Am I hearing correctly that 44,000 of you are filling up #Nats Park tonight? THAT IS AWESOME....#WorldSeries #Game7",FALSE,0,NA,2019-10-31T00:30:48Z,FALSE,NA,1189701216386928640,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NetherySteve,91,TRUE,FALSE,NA,NA
"World Series Zone Bias:

Pitchers - strikes called balls
WAS: 3.0%
HOU: 1.3%
AVG: 2.11%

Pitchers - balls called st… https://t.co/nsY7kWpqfb",FALSE,0,NA,2019-10-31T00:30:48Z,TRUE,NA,1189701215988453376,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ThirdBaseDan,0,FALSE,FALSE,NA,NA
"Greinke allows a lead off single, but gets a DP and a hard ground out to face the minimum in the 2nd.

0-0, B2.… https://t.co/En162nCaeU",FALSE,0,SportsRadio610,2019-10-31T00:30:47Z,TRUE,1189695739149996032,1189701215191330816,78420507,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SportsRadio610,0,FALSE,FALSE,NA,NA
"Crawford Bock - $13.50
Postseason hoodie - $90.00
Crawford Box game ticket - $750.00
Not having to listen to Joe Bu… https://t.co/QOpiewsC2T",FALSE,0,NA,2019-10-31T00:30:47Z,TRUE,NA,1189701214646104064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jhughes_esq,0,FALSE,FALSE,NA,NA
These bastards are going to keep us for 16 innings tonight aren’t they? 😂 #WorldSeries #Game7,FALSE,0,NA,2019-10-31T00:30:47Z,FALSE,NA,1189701213673185280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SSgt93,0,FALSE,FALSE,NA,NA
"Stuff my dad taught me: Baseball is interesting, because you can plan. Every position: If the ball comes to me, wha… https://t.co/JAYRZ3eeQn",FALSE,0,NA,2019-10-31T00:30:47Z,TRUE,NA,1189701212565901312,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AppellateDaily,0,FALSE,FALSE,NA,NA
biceps day for the home plate umpire in the #WorldSeries,FALSE,0,NA,2019-10-31T00:30:47Z,FALSE,NA,1189701212045754368,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nickprice91,0,FALSE,FALSE,NA,NA
"RT @MLB: SEASON FINALE. LET'S GO. 

#WorldSeries https://t.co/8NlFl90QRv",FALSE,0,NA,2019-10-31T00:30:47Z,FALSE,NA,1189701211534110720,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aedwinken,654,TRUE,FALSE,NA,NA
"RT @MLB: Cy vs. Cy.

#WorldSeries https://t.co/VrWdENvxe1",FALSE,0,NA,2019-10-31T00:30:46Z,FALSE,NA,1189701211110416385,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ndres079,353,TRUE,FALSE,NA,NA
"RT @MLB: SEASON FINALE. LET'S GO. 

#WorldSeries https://t.co/8NlFl90QRv",FALSE,0,NA,2019-10-31T00:30:46Z,FALSE,NA,1189701210271600640,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thomas_kist,654,TRUE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:30:46Z,FALSE,NA,1189701209306750976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",choux00,281,TRUE,FALSE,NA,NA
RT @StubHub: ⚾️🏆 This is it! It all comes down to Game 7 of the #WorldSeries. Who do you think will win it all?,FALSE,0,NA,2019-10-31T00:30:46Z,FALSE,NA,1189701208400900096,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fullpackagepro,168,TRUE,FALSE,NA,NA
Go Nats! #Game7 #WorldSeries #STAYINTHEFIGHT https://t.co/qdyHrGwDXW,FALSE,1,NA,2019-10-31T00:30:46Z,FALSE,NA,1189701207260114949,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MaggieArdiente,0,FALSE,FALSE,NA,NA
Yuli is so smooth at first. #Astros #WorldSeries,FALSE,1,NA,2019-10-31T00:30:45Z,FALSE,NA,1189701206240890880,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JoePantorno,0,FALSE,FALSE,NA,NA
"RT @MLBONFOX: Who will be the hero tonight?

The crew tells us who we should have our eyes on in Game 7 of the #WorldSeries 

@kevinburkhar…",FALSE,0,NA,2019-10-31T00:30:45Z,FALSE,NA,1189701205192323076,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vg661563,28,TRUE,FALSE,NA,NA
RT @MattyNats_: @brockmcpeters @KBow5 @juliagulia5579 @suzjdean @Nationals_UK @ImaHwyStarr @TheRallyMullet @ChiefRubin @CFRMatt93 @DCSports…,FALSE,0,NA,2019-10-31T00:30:45Z,FALSE,NA,1189701204101750785,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChiefRubin,1,TRUE,FALSE,NA,NA
"RT @HoustonChron: The Houston Chronicle has a full staff of reporters and photographers at Minute Maid Park providing live updates, which y…",FALSE,0,NA,2019-10-31T00:30:45Z,FALSE,NA,1189701203086790656,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shelbywebb,7,TRUE,FALSE,NA,NA
"19 pitches through two innings for Greinke. That was, like, two-thirds of an inning for Verlander last night.… https://t.co/nuIEcFlquv",FALSE,18,NA,2019-10-31T00:30:44Z,TRUE,NA,1189701202155470854,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",adamclanton,2,FALSE,FALSE,NA,NA
"Explain to me how Joe Buck knows what it feels like to pitch the seventh game of the World Series? #WorldSeries, #lgm",FALSE,1,NA,2019-10-31T00:30:44Z,FALSE,NA,1189701200113029120,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",g_rakowski,0,FALSE,FALSE,NA,NA
Go ahead and carry that bat! I just hate what it did to everyone else. 🙄 #WorldSeries https://t.co/OgMPt6Rm0M,FALSE,0,NA,2019-10-31T00:30:43Z,FALSE,NA,1189701194836430848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",StaciHeaton,0,FALSE,FALSE,NA,NA
"Normally, watching the #WorldSeries makes me understand just how far the Mets are away from being this good...BUT w… https://t.co/AnyRwvbFgu",FALSE,0,NA,2019-10-31T00:30:42Z,TRUE,NA,1189701192370262017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nickmonsanto,0,FALSE,FALSE,NA,NA
"RT @MLBNetwork: Two Cy Young winners squaring off in a Game 7 😍 

#WorldSeries https://t.co/Nz8Mlhxthq",FALSE,0,NA,2019-10-31T00:30:42Z,FALSE,NA,1189701190893940737,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JanelleLeone,60,TRUE,FALSE,NA,NA
RT @MLB: We got you. #WorldSeries https://t.co/GH1RY80qOB,FALSE,0,NA,2019-10-31T00:30:41Z,FALSE,NA,1189701190206066688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",teacherfirst73,1399,TRUE,FALSE,NA,NA
"RT @SomeonesAnIdiot: As usual, the media is on top of the incredibly important breaking news stories in sports 

(pic via @MorganBagg) #Wor…",FALSE,0,NA,2019-10-31T00:30:41Z,FALSE,NA,1189701190138892288,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wrightcox3,259,TRUE,FALSE,NA,NA
RT @CMac217: And we’re off at 7:09 because Matthew McConaughey said play ball #WorldSeries https://t.co/7aZo491rX3,FALSE,0,NA,2019-10-31T00:30:41Z,FALSE,NA,1189701188289212418,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeanamorph,22,TRUE,FALSE,NA,NA
"Still wrapping my head around that number 7... but the big number tonight is still 1:
1 more night of baseball 
9 m… https://t.co/KExOof6Gzb",FALSE,0,NA,2019-10-31T00:30:40Z,TRUE,NA,1189701185537740800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jaiken,0,FALSE,FALSE,NA,NA
"RT @Nationals: The Washington Nationals are in the best shape of their lives.

Time to go to work.

#WorldSeries // #STAYINTHEFIGHT https:/…",FALSE,0,NA,2019-10-31T00:30:40Z,FALSE,NA,1189701184782848001,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cartescott58,527,TRUE,FALSE,NA,NA
"RT @MLB: Alright, alright, alright. Time for Game 7. #WorldSeries https://t.co/Nf1Ff25c0x",FALSE,0,NA,2019-10-31T00:30:40Z,FALSE,NA,1189701184749260800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joycemaarie,636,TRUE,FALSE,NA,NA
"RT @C_MoralesD: Pocas cosas son tan emocionantes como un ""Winner Takes All"" en #WorldSeries 

Por cualquier emergencia tengan a la mano el…",FALSE,0,NA,2019-10-31T00:30:40Z,FALSE,NA,1189701184719900672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",girlfromcuu,1,TRUE,FALSE,NA,NA
"RT @KHOU: 'RIP Tonight is for you' | Alex Bregman's grandfather dies hours before Game 7
https://t.co/JgpPaKOJuF #khou #WorldSeries #Astros…",FALSE,0,NA,2019-10-31T00:30:40Z,FALSE,NA,1189701184443076610,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bryyanncito,170,TRUE,FALSE,NA,NA
